accident_date,accident_time,expw_step,weather_state,injur_man,injur_femel,dead_man,dead_femel,cause
2015-11-09,06:25:25,ศรีรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2016-06-21,03:23:23,ศรีรัช,ฝนตก,0,0,0,0,ขับรถเร็วเกินไป
2016-09-05,00:45:45,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-01-06,23:43:43,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-03-27,01:31:31,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-07-10,20:56:56,ศรีรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2016-02-20,12:06:06,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-08-27,04:17:17,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-07-09,00:54:54,ศรีรัช,ปกติ,2,1,0,0,ขับรถเร็วเกินไป
2016-04-21,05:10:10,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-05-15,10:32:32,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-02-18,22:15:15,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-05-18,03:30:30,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-12-08,22:25:25,ศรีรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2016-07-25,02:45:45,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-12-26,05:00:00,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-09-04,05:09:09,ศรีรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2016-09-12,00:10:10,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-03-23,23:19:19,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-09-30,17:18:18,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-06-17,01:50:50,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-01-29,17:40:40,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-12-05,00:04:04,ศรีรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2016-02-06,06:21:21,ศรีรัช,ปกติ,1,1,0,0,ขับรถเร็วเกินไป
2016-06-08,03:00:00,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-02-27,22:48:48,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-05-16,03:32:32,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-08-10,16:20:20,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-12-12,08:52:52,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-06-10,20:57:57,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-04-03,06:10:10,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-09-04,14:47:47,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-01-23,06:22:22,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-10-29,17:08:08,ศรีรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2016-09-03,11:05:05,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-03-28,18:16:16,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-02-16,22:35:35,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-01-23,06:26:26,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-01-14,08:20:20,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-11-07,05:00:00,ศรีรัช,ปกติ,1,1,0,0,ขับรถเร็วเกินไป
2016-03-02,20:04:04,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-06-11,10:32:32,ศรีรัช,ปกติ,0,2,0,0,ขับรถเร็วเกินไป
2015-11-14,04:27:27,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-01-04,19:32:32,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-12-24,06:28:28,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-12-14,16:55:55,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-11-03,15:13:13,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-06-02,02:26:26,ศรีรัช,ฝนตก,0,0,0,0,ขับรถเร็วเกินไป
2016-09-28,22:30:30,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-08-10,18:55:55,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-04-22,12:21:21,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-11-21,14:57:57,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-01-20,04:11:11,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-05-29,11:45:45,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-09-17,08:14:14,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-10-22,05:51:51,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-02-26,04:42:42,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-02-01,18:59:59,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-02-12,18:42:42,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-12-18,21:09:09,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-10-30,23:25:25,ศรีรัช,ปกติ,4,0,2,0,ขับรถเร็วเกินไป
2016-04-24,19:02:02,ศรีรัช,ปกติ,1,2,0,0,ขับรถเร็วเกินไป
2016-07-13,14:26:26,ศรีรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2015-10-07,02:01:01,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-06-28,23:43:43,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-02-02,17:56:56,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-08-25,01:12:12,ศรีรัช,ฝนตก,0,0,0,0,ขับรถเร็วเกินไป
2016-01-10,08:19:19,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-07-16,01:17:17,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-04-08,22:12:12,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-05-18,03:14:14,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-06-10,15:55:55,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-08-17,05:40:40,ศรีรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2016-09-17,08:30:30,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-05-11,21:29:29,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-04-21,15:37:37,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-02-15,02:27:27,ศรีรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2016-06-21,04:25:25,ศรีรัช,ฝนตก,0,0,0,0,ขับรถเร็วเกินไป
2016-09-13,22:05:05,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-08-16,16:41:41,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-02-10,09:44:44,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-03-29,18:57:57,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-08-06,00:31:31,ศรีรัช,ฝนตก,0,0,0,0,ขับรถเร็วเกินไป
2016-09-02,11:24:24,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-02-19,06:28:28,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-10-15,09:30:30,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-02-12,13:30:30,ศรีรัช,ปกติ,1,1,0,0,ขับรถเร็วเกินไป
2015-10-08,09:45:45,ศรีรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2016-03-18,04:49:49,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-06-27,08:30:30,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-12-21,15:02:02,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-11-08,18:54:54,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-09-16,07:15:15,ศรีรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-01-12,00:02:02,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-03-07,23:19:19,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-11-23,21:31:31,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-01-30,00:40:40,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-06-29,03:35:35,ฉลองรัช,ปกติ,1,1,0,0,ขับรถเร็วเกินไป
2015-12-25,04:18:18,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-06-18,05:43:43,ฉลองรัช,ฝนตก,0,0,0,0,ขับรถเร็วเกินไป
2016-07-25,16:31:31,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-05-27,12:40:40,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-03-06,13:57:57,ฉลองรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2016-07-08,05:17:17,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-05-24,00:25:25,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-09-18,02:53:53,ฉลองรัช,ฝนตก,2,3,0,0,ขับรถเร็วเกินไป
2016-06-28,01:12:12,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-01-17,20:15:15,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-10-10,23:20:20,ฉลองรัช,ปกติ,0,2,0,0,ขับรถเร็วเกินไป
2016-04-18,22:26:26,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-09-29,05:28:28,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-12-20,21:10:10,ฉลองรัช,ปกติ,1,3,0,0,ขับรถเร็วเกินไป
2016-07-27,23:40:40,ฉลองรัช,ปกติ,3,0,0,0,ขับรถเร็วเกินไป
2016-05-17,10:14:14,ฉลองรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2016-05-08,18:30:30,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-03-26,19:01:01,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-01-28,13:17:17,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-08-24,06:50:50,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-11-26,22:35:35,ฉลองรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2016-07-18,13:18:18,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-03-12,13:27:27,ฉลองรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2016-08-21,16:04:04,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-06-19,14:18:18,ฉลองรัช,ปกติ,1,1,0,0,ขับรถเร็วเกินไป
2016-08-04,09:26:26,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-11-24,11:53:53,ฉลองรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2015-12-01,22:45:45,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-10-19,00:46:46,ฉลองรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2015-11-30,11:53:53,ฉลองรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2016-02-22,02:48:48,ฉลองรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2016-08-09,06:10:10,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-07-05,16:20:20,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-06-16,15:01:01,ฉลองรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2015-12-25,08:31:31,ฉลองรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2015-12-24,19:00:00,ฉลองรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2015-12-25,20:45:45,ฉลองรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2016-04-14,02:00:00,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-09-18,23:06:06,ฉลองรัช,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2016-05-11,05:35:35,ฉลองรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2015-10-19,02:35:35,ฉลองรัช,ปกติ,0,0,1,0,ขับรถเร็วเกินไป
2015-11-26,05:45:45,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-04-23,03:03:03,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-06-28,03:20:20,ฉลองรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2016-01-26,13:52:52,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-10-07,20:36:36,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-11-20,20:50:50,ฉลองรัช,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2016-06-25,16:16:16,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-02-23,20:00:00,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-09-18,04:50:50,ฉลองรัช,ฝนตก,0,0,0,0,ขับรถเร็วเกินไป
2016-03-02,01:15:15,ฉลองรัช,ปกติ,3,0,0,0,ขับรถเร็วเกินไป
2015-12-11,11:02:02,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-01-30,01:08:08,ฉลองรัช,ปกติ,0,2,0,0,ขับรถเร็วเกินไป
2016-06-22,00:19:19,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-12-13,00:20:20,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-11-04,19:26:26,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-02-04,01:07:07,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-03-02,03:28:28,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-02-23,15:18:18,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-01-29,19:26:26,บูรพาวิถี,ปกติ,0,2,0,0,ขับรถเร็วเกินไป
2015-12-27,13:49:49,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-11-12,11:38:38,บูรพาวิถี,ปกติ,3,0,0,0,ขับรถเร็วเกินไป
2015-10-05,22:06:06,บูรพาวิถี,ปกติ,3,2,0,0,ขับรถเร็วเกินไป
2015-12-20,20:20:20,บูรพาวิถี,ปกติ,1,4,0,0,ขับรถเร็วเกินไป
2015-11-15,10:53:53,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-12-11,07:11:11,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-12-05,13:12:12,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-12-27,20:43:43,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-09-06,11:20:20,บูรพาวิถี,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2015-10-12,15:09:09,บูรพาวิถี,ปกติ,0,4,0,0,ขับรถเร็วเกินไป
2016-09-03,06:03:03,บูรพาวิถี,ปกติ,0,2,0,0,ขับรถเร็วเกินไป
2016-09-03,03:02:02,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-04-04,05:00:00,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-08-21,19:08:08,บูรพาวิถี,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2015-10-02,23:55:55,บูรพาวิถี,ปกติ,2,2,0,0,ขับรถเร็วเกินไป
2015-11-28,08:00:00,บูรพาวิถี,ปกติ,7,1,0,0,ขับรถเร็วเกินไป
2016-06-30,19:46:46,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-02-04,01:05:05,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-03-01,18:51:51,บูรพาวิถี,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2016-08-07,11:40:40,บูรพาวิถี,ปกติ,1,2,0,0,ขับรถเร็วเกินไป
2016-09-05,23:01:01,บูรพาวิถี,ฝนตก,0,0,0,0,ขับรถเร็วเกินไป
2015-12-24,00:30:30,บูรพาวิถี,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2016-01-26,16:42:42,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-08-01,17:06:06,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-11-24,15:47:47,บูรพาวิถี,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2016-01-17,23:00:00,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-12-04,19:00:00,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-03-07,16:56:56,บูรพาวิถี,ปกติ,0,3,0,0,ขับรถเร็วเกินไป
2016-02-05,13:10:10,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-07-27,14:25:25,บูรพาวิถี,ฝนตก,0,0,0,0,ขับรถเร็วเกินไป
2015-10-20,06:25:25,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-01-10,08:15:15,บูรพาวิถี,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2015-11-02,08:51:51,บูรพาวิถี,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2016-07-26,07:18:18,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-12-14,12:32:32,บูรพาวิถี,ปกติ,2,1,0,0,ขับรถเร็วเกินไป
2016-06-16,12:08:08,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-11-27,10:19:19,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-07-08,12:34:34,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-05-20,10:07:07,บูรพาวิถี,ปกติ,0,3,0,0,ขับรถเร็วเกินไป
2016-07-10,02:10:10,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-07-04,12:06:06,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-05-05,05:54:54,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-05-20,21:40:40,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-10-01,06:03:03,บูรพาวิถี,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2016-09-09,20:17:17,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-03-26,19:52:52,บูรพาวิถี,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2016-03-01,16:30:30,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-04-22,15:58:58,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-08-03,18:36:36,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-10-23,08:53:53,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-04-26,17:50:50,บูรพาวิถี,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2016-05-27,15:25:25,บูรพาวิถี,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2016-09-03,09:12:12,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-05-28,08:18:18,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-04-07,21:36:36,บูรพาวิถี,ปกติ,0,1,2,2,ขับรถเร็วเกินไป
2015-11-04,10:07:07,บูรพาวิถี,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2016-02-16,11:00:00,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-10-08,09:22:22,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-06-09,07:37:37,บูรพาวิถี,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2015-10-09,18:00:00,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-01-25,12:56:56,บูรพาวิถี,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2015-10-05,13:35:35,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-09-19,04:45:45,บูรพาวิถี,ถนนเปียกรื่น,0,2,0,0,ขับรถเร็วเกินไป
2015-10-20,19:58:58,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-08-15,13:30:30,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-07-27,06:49:49,บูรพาวิถี,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2016-02-21,08:00:00,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-02-19,19:11:11,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-07-16,10:21:21,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-11-11,11:33:33,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2015-10-27,13:25:25,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2016-02-20,05:30:30,บูรพาวิถี,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2015-10-29,16:21:21,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
